,Bacteria,Chemicals,Importance_random_forest,CV_random_forest,R_squared_random_forest
72,21,Acenaften,0.17083506263867565,-0.23930806771766244,0.47243637141069084
73,23,Sr,0.16274623596938942,0.24502735522813412,0.6998441768926236
74,25,"['Fe', 'Al', 'Cr', 'Mn']",0.17362774180089147,-0.22637918444221095,0.23314619063753528
75,25,"['Se', 'Mo']",0.1590957284994715,-0.22637918444221095,0.23314619063753528
76,25,"['Fluoren', 'Fluoranten']",0.1750325211787116,-0.22637918444221095,0.23314619063753528
77,25,pH,0.18620882086456925,-0.22637918444221095,0.23314619063753528
78,25,EC,0.16687367250228669,-0.22637918444221095,0.23314619063753528
79,25,HCHO,0.1742901303429688,-0.22637918444221095,0.23314619063753528
80,25,B,0.2239574315361349,-0.22637918444221095,0.23314619063753528
81,25,Ni,0.19676476043276192,-0.22637918444221095,0.23314619063753528
82,25,Ga,0.16932568409229254,-0.22637918444221095,0.23314619063753528
83,25,Rb,0.18196638734867376,-0.22637918444221095,0.23314619063753528
84,25,Sr,0.17654007480096168,-0.22637918444221095,0.23314619063753528
85,25,Sb,0.20458291218805147,-0.22637918444221095,0.23314619063753528
86,25,Ba,0.1780196648414526,-0.22637918444221095,0.23314619063753528
87,25,Naftalen,0.17820604568530163,-0.22637918444221095,0.23314619063753528
88,25,Acenaften,0.19053782071541303,-0.22637918444221095,0.23314619063753528
89,26,Sr,0.3209829216509721,0.228033559033324,0.7161995669601302
90,28,"['Fe', 'Al', 'Cr', 'Mn']",0.33277799650221784,-0.25991847235213017,0.14385926993114262
91,28,"['Se', 'Mo']",0.3369499481450451,-0.25991847235213017,0.14385926993114262
92,28,"['Fluoren', 'Fluoranten']",0.3412225026565858,-0.25991847235213017,0.14385926993114262
93,28,pH,0.3392472645613478,-0.25991847235213017,0.14385926993114262
94,28,EC,0.3413775846594097,-0.25991847235213017,0.14385926993114262
95,28,TOC,0.3401638255630699,-0.25991847235213017,0.14385926993114262
96,28,HCHO,0.2735677413769031,-0.25991847235213017,0.14385926993114262
97,28,B,0.37645747952201447,-0.25991847235213017,0.14385926993114262
98,28,Ni,0.3412225026565858,-0.25991847235213017,0.14385926993114262
99,28,Ga,0.35605083492373824,-0.25991847235213017,0.14385926993114262
100,28,Rb,0.3412225026565858,-0.25991847235213017,0.14385926993114262
101,28,Sr,0.3412225026565858,-0.25991847235213017,0.14385926993114262
102,28,Sb,0.46140368095260287,-0.25991847235213017,0.14385926993114262
103,28,Ba,0.37779796424637,-0.25991847235213017,0.14385926993114262
104,28,Naftalen,0.3412225026565858,-0.25991847235213017,0.14385926993114262
105,28,Acenaften,0.3444466172277971,-0.25991847235213017,0.14385926993114262
106,29,Sr,0.17001739889598932,-0.4550508421090642,0.5221687412635252
107,32,Sr,0.1512811054262082,0.14314769524304016,0.6344241935985638
108,33,Ba,0.17092347682682263,0.48241856599768307,0.830349137294607
109,34,Ba,0.16847724465937153,-0.19407230773932183,0.4755749049933633
110,34,Naftalen,0.1719937048667528,-0.19407230773932183,0.4755749049933633
111,35,"['Fe', 'Al', 'Cr', 'Mn']",0.1641512669926749,-0.16839043597306658,0.4928532123706377
112,35,"['Se', 'Mo']",0.1626090618625866,-0.16839043597306658,0.4928532123706377
113,35,"['Fluoren', 'Fluoranten']",0.15774524393571998,-0.16839043597306658,0.4928532123706377
114,35,pH,0.15331354942321684,-0.16839043597306658,0.4928532123706377
115,35,EC,0.1605481712831217,-0.16839043597306658,0.4928532123706377
116,35,TOC,0.19220814156805943,-0.16839043597306658,0.4928532123706377
117,35,HCHO,0.16886919894146046,-0.16839043597306658,0.4928532123706377
118,35,B,0.16073394925945372,-0.16839043597306658,0.4928532123706377
119,35,Ni,0.16412785862445867,-0.16839043597306658,0.4928532123706377
120,35,Ga,0.1856289857475244,-0.16839043597306658,0.4928532123706377
121,35,Rb,0.17830423502470905,-0.16839043597306658,0.4928532123706377
122,35,Sr,0.1757480036211284,-0.16839043597306658,0.4928532123706377
123,35,Sb,0.2779777209040336,-0.16839043597306658,0.4928532123706377
124,35,Ba,0.22094146681335092,-0.16839043597306658,0.4928532123706377
125,35,Naftalen,0.18640909384495918,-0.16839043597306658,0.4928532123706377
126,35,Acenaften,0.1715371814375568,-0.16839043597306658,0.4928532123706377
127,37,B,0.19186306301720124,-0.17894413904292494,0.24913730159504077
128,37,Ga,0.1624806309171286,-0.17894413904292494,0.24913730159504077
129,37,Sb,0.28706810640119396,-0.17894413904292494,0.24913730159504077
130,37,Ba,0.18082526594149362,-0.17894413904292494,0.24913730159504077
131,38,"['Fe', 'Al', 'Cr', 'Mn']",0.1788722934644128,-0.20686870091003717,0.34514701707012707
132,38,"['Se', 'Mo']",0.17890252626237413,-0.20686870091003717,0.34514701707012707
133,38,"['Fluoren', 'Fluoranten']",0.18995622382038613,-0.20686870091003717,0.34514701707012707
134,38,pH,0.19143732553587278,-0.20686870091003717,0.34514701707012707
135,38,EC,0.1765577277861865,-0.20686870091003717,0.34514701707012707
136,38,TOC,0.21432726769966282,-0.20686870091003717,0.34514701707012707
137,38,HCHO,0.1784630672032247,-0.20686870091003717,0.34514701707012707
138,38,B,0.20067858975345132,-0.20686870091003717,0.34514701707012707
139,38,Ni,0.19377835068468863,-0.20686870091003717,0.34514701707012707
140,38,Ga,0.19487305438844138,-0.20686870091003717,0.34514701707012707
141,38,Rb,0.1962211474001222,-0.20686870091003717,0.34514701707012707
142,38,Sr,0.2284433098916746,-0.20686870091003717,0.34514701707012707
143,38,Sb,0.34173991074991006,-0.20686870091003717,0.34514701707012707
144,38,Ba,0.1830207771275666,-0.20686870091003717,0.34514701707012707
145,38,Naftalen,0.2547463932813332,-0.20686870091003717,0.34514701707012707
146,38,Acenaften,0.19299700027014088,-0.20686870091003717,0.34514701707012707
147,40,Sb,0.29421190818365295,-0.1833840223197334,0.5121831617508241
148,42,TOC,0.18085530489277812,-0.23076368983647266,0.4783157156099238
149,42,Ga,0.23901509383077035,-0.23076368983647266,0.4783157156099238
150,42,Rb,0.16813429055979157,-0.23076368983647266,0.4783157156099238
151,42,Sb,0.18040976094188466,-0.23076368983647266,0.4783157156099238
152,42,Naftalen,0.1735605361107443,-0.23076368983647266,0.4783157156099238
153,42,Acenaften,0.15268362673931657,-0.23076368983647266,0.4783157156099238
154,44,"['Fe', 'Al', 'Cr', 'Mn']",0.24908508195437717,-0.2202354742861956,0.3321766858971128
155,44,"['Se', 'Mo']",0.19900029562959065,-0.2202354742861956,0.3321766858971128
156,44,"['Fluoren', 'Fluoranten']",0.25394986448049317,-0.2202354742861956,0.3321766858971128
157,44,pH,0.25394986448049317,-0.2202354742861956,0.3321766858971128
158,44,EC,0.24522154322150513,-0.2202354742861956,0.3321766858971128
159,44,TOC,0.24712637892900757,-0.2202354742861956,0.3321766858971128
160,44,HCHO,0.26045936249006707,-0.2202354742861956,0.3321766858971128
161,44,B,0.2556541571590081,-0.2202354742861956,0.3321766858971128
162,44,Ni,0.26326147905110764,-0.2202354742861956,0.3321766858971128
163,44,Ga,0.2884854760793588,-0.2202354742861956,0.3321766858971128
164,44,Rb,0.3212457094947381,-0.2202354742861956,0.3321766858971128
165,44,Sr,0.25533470724266905,-0.2202354742861956,0.3321766858971128
166,44,Sb,0.284650207419036,-0.2202354742861956,0.3321766858971128
167,44,Ba,0.2637569137275422,-0.2202354742861956,0.3321766858971128
168,44,Naftalen,0.25679464754927617,-0.2202354742861956,0.3321766858971128
169,44,Acenaften,0.2591587351357637,-0.2202354742861956,0.3321766858971128
170,45,"['Fe', 'Al', 'Cr', 'Mn']",0.21229550257771612,-0.19182035833343947,0.3840039490723123
171,45,"['Se', 'Mo']",0.22896020826257313,-0.19182035833343947,0.3840039490723123
172,45,"['Fluoren', 'Fluoranten']",0.2207531276611978,-0.19182035833343947,0.3840039490723123
173,45,pH,0.2247417821266331,-0.19182035833343947,0.3840039490723123
174,45,EC,0.2258863492068085,-0.19182035833343947,0.3840039490723123
175,45,TOC,0.25905160093484847,-0.19182035833343947,0.3840039490723123
176,45,HCHO,0.2562462629047857,-0.19182035833343947,0.3840039490723123
177,45,B,0.23185901271478349,-0.19182035833343947,0.3840039490723123
178,45,Ni,0.2313847432323224,-0.19182035833343947,0.3840039490723123
179,45,Ga,0.23547123234595746,-0.19182035833343947,0.3840039490723123
180,45,Rb,0.22244127731446195,-0.19182035833343947,0.3840039490723123
181,45,Sr,0.22808716176757426,-0.19182035833343947,0.3840039490723123
182,45,Sb,0.30412567928170253,-0.19182035833343947,0.3840039490723123
183,45,Ba,0.2527262489180919,-0.19182035833343947,0.3840039490723123
184,45,Naftalen,0.23889099401014546,-0.19182035833343947,0.3840039490723123
185,45,Acenaften,0.27038617985871516,-0.19182035833343947,0.3840039490723123
186,47,Ga,0.15914949396822398,-0.1408067042312373,0.46853673990101874
187,47,Sr,0.15824571430612233,-0.1408067042312373,0.46853673990101874
188,48,Sb,0.19264792673865028,-0.15680742197849562,0.37820845500487354
189,49,B,0.1826067539457703,-0.17394564233290155,0.24928414949693067
190,49,Ga,0.16392884810694275,-0.17394564233290155,0.24928414949693067
191,49,Sb,0.28289024252341544,-0.17394564233290155,0.24928414949693067
192,49,Ba,0.16701065273822202,-0.17394564233290155,0.24928414949693067
193,51,Sb,0.22486271468004482,-0.2466448689326266,0.33276756204941105
194,53,Sb,0.26308551113235956,-0.16529822259401983,0.5981861919024332
195,54,"['Li', 'Antracen']",0.2110761797206967,-0.14300997921019976,0.3520739875152027
196,54,"['Al', 'Fe']",0.18930459649932374,-0.14300997921019976,0.3520739875152027
197,54,"['V', 'As']",0.1647670906743054,-0.14300997921019976,0.3520739875152027
198,54,"['Cr', 'Fe']",0.19952423228768457,-0.14300997921019976,0.3520739875152027
199,54,"['Mn', 'Fe']",0.20908530310104445,-0.14300997921019976,0.3520739875152027
200,54,"['Fe', 'Al', 'Cr', 'Mn']",0.22487302607283477,-0.14300997921019976,0.3520739875152027
201,54,"['Se', 'Mo']",0.2508878361371897,-0.14300997921019976,0.3520739875152027
202,54,"['Fluoren', 'Fluoranten']",0.23564086065310186,-0.14300997921019976,0.3520739875152027
203,54,pH,0.25554303896120845,-0.14300997921019976,0.3520739875152027
204,54,EC,0.2347072862961076,-0.14300997921019976,0.3520739875152027
205,54,TOC,0.23843826510803168,-0.14300997921019976,0.3520739875152027
206,54,HCHO,0.23322427829809045,-0.14300997921019976,0.3520739875152027
207,54,B,0.2451678905260276,-0.14300997921019976,0.3520739875152027
208,54,Ni,0.2479422160211907,-0.14300997921019976,0.3520739875152027
209,54,Ga,0.261494922978745,-0.14300997921019976,0.3520739875152027
210,54,Rb,0.238130001832341,-0.14300997921019976,0.3520739875152027
211,54,Sr,0.24916515273289452,-0.14300997921019976,0.3520739875152027
212,54,Sb,0.3497284778035957,-0.14300997921019976,0.3520739875152027
213,54,Ba,0.279094325728496,-0.14300997921019976,0.3520739875152027
214,54,Naftalen,0.24755091313715405,-0.14300997921019976,0.3520739875152027
215,54,Acenaften,0.2716125188746017,-0.14300997921019976,0.3520739875152027
216,55,Ga,0.23169369463907818,-0.056760807988770035,0.6076837606894792
217,55,Sb,0.25990573969286446,-0.056760807988770035,0.6076837606894792
218,56,Ga,0.2166324524061476,-0.06693819962650172,0.6388229215839422
219,57,B,0.1613745137165321,-0.34041782054900915,0.2065133344720569
220,57,Ni,0.16312729173022933,-0.34041782054900915,0.2065133344720569
221,57,Ga,0.15652434228183054,-0.34041782054900915,0.2065133344720569
222,57,Rb,0.1609623469473913,-0.34041782054900915,0.2065133344720569
223,57,Sr,0.15252829081208719,-0.34041782054900915,0.2065133344720569
224,57,Sb,0.25367572050469767,-0.34041782054900915,0.2065133344720569
225,57,Ba,0.17120701264851013,-0.34041782054900915,0.2065133344720569
226,58,Sb,0.15560980353376774,-0.38892074583132086,0.3962978618520927
227,59,"['Fe', 'Al', 'Cr', 'Mn']",0.16032346211822313,-0.27180456106107864,0.46853425867513165
228,59,"['Se', 'Mo']",0.15012666856322,-0.27180456106107864,0.46853425867513165
229,59,Acenaften,0.18517478198551418,-0.27180456106107864,0.46853425867513165
230,60,Rb,0.16951608180342947,-0.31222948739380874,0.35297650985913265
231,63,"['Li', 'Antracen']",0.22444228193943871,-0.04537592492458753,0.37914037315882754
232,63,"['Al', 'Fe']",0.24138172065897878,-0.04537592492458753,0.37914037315882754
233,63,"['V', 'As']",0.22255541751441466,-0.04537592492458753,0.37914037315882754
234,63,"['Cr', 'Fe']",0.23152903565780103,-0.04537592492458753,0.37914037315882754
235,63,"['Mn', 'Fe']",0.22425791615910962,-0.04537592492458753,0.37914037315882754
236,63,"['Fe', 'Al', 'Cr', 'Mn']",0.20139486519851746,-0.04537592492458753,0.37914037315882754
237,63,"['Fluoren', 'Fluoranten']",0.23468819622556658,-0.04537592492458753,0.37914037315882754
238,63,pH,0.23399267886182573,-0.04537592492458753,0.37914037315882754
239,63,EC,0.23423784689656268,-0.04537592492458753,0.37914037315882754
240,63,TOC,0.23850446447721307,-0.04537592492458753,0.37914037315882754
241,63,HCHO,0.23427386547985962,-0.04537592492458753,0.37914037315882754
242,63,B,0.2360572455619221,-0.04537592492458753,0.37914037315882754
243,63,Ni,0.2372088037657214,-0.04537592492458753,0.37914037315882754
244,63,Ga,0.24560310801875718,-0.04537592492458753,0.37914037315882754
245,63,Rb,0.25785449242794833,-0.04537592492458753,0.37914037315882754
246,63,Sr,0.23458901483610983,-0.04537592492458753,0.37914037315882754
247,63,Sb,0.39930810418078944,-0.04537592492458753,0.37914037315882754
248,63,Ba,0.23468819622556658,-0.04537592492458753,0.37914037315882754
249,63,Naftalen,0.2983991634418687,-0.04537592492458753,0.37914037315882754
250,63,Acenaften,0.2349062451749182,-0.04537592492458753,0.37914037315882754
251,64,"['Fe', 'Al', 'Cr', 'Mn']",0.1792199256974082,-0.07477544206244024,0.4169124855654376
252,64,"['Se', 'Mo']",0.17787473722496172,-0.07477544206244024,0.4169124855654376
253,64,"['Fluoren', 'Fluoranten']",0.17804397918865666,-0.07477544206244024,0.4169124855654376
254,64,pH,0.17930315035619826,-0.07477544206244024,0.4169124855654376
255,64,EC,0.1783252758172651,-0.07477544206244024,0.4169124855654376
256,64,TOC,0.1776441690523688,-0.07477544206244024,0.4169124855654376
257,64,B,0.18595803832861246,-0.07477544206244024,0.4169124855654376
258,64,Ni,0.17862095687283575,-0.07477544206244024,0.4169124855654376
259,64,Ga,0.22406598029928038,-0.07477544206244024,0.4169124855654376
260,64,Rb,0.19159954775348598,-0.07477544206244024,0.4169124855654376
261,64,Sr,0.18062985487437166,-0.07477544206244024,0.4169124855654376
262,64,Sb,0.44980805225780973,-0.07477544206244024,0.4169124855654376
263,64,Ba,0.18249763404397312,-0.07477544206244024,0.4169124855654376
264,64,Naftalen,0.24981019468355437,-0.07477544206244024,0.4169124855654376
265,64,Acenaften,0.17790343495965988,-0.07477544206244024,0.4169124855654376
266,65,Ga,0.16985658986175134,-0.12965815898600064,0.6542219992685246
267,67,Sb,0.3209627099015787,-0.14268322379707565,0.5803428712593413
268,67,Naftalen,0.1506040057046475,-0.14268322379707565,0.5803428712593413
269,68,Sb,0.24683160640166035,0.043226496358447886,0.5653555381056575
270,69,Ni,0.19494418262945445,-0.12670071795584747,0.15264879770218664
271,72,"['Fe', 'Al', 'Cr', 'Mn']",0.15063575954409103,-0.20581081960860725,0.27165499509589064
272,72,pH,0.1510972220958765,-0.20581081960860725,0.27165499509589064
273,72,Sb,0.24670501691038071,-0.20581081960860725,0.27165499509589064
274,73,Ga,0.2767013099621818,-0.21407022180552127,0.5803351275821615
275,74,Ga,0.15937838876916166,-0.1892150556984007,0.4840964947699137
276,74,Sb,0.38457363663735256,-0.1892150556984007,0.4840964947699137
277,74,Naftalen,0.18484827713233654,-0.1892150556984007,0.4840964947699137
278,76,"['Fe', 'Al', 'Cr', 'Mn']",0.15508341188683028,-0.18019928876855995,0.2779321445814671
279,76,"['Se', 'Mo']",0.1585390669604685,-0.18019928876855995,0.2779321445814671
280,76,"['Fluoren', 'Fluoranten']",0.16092700181914332,-0.18019928876855995,0.2779321445814671
281,76,pH,0.16149629178796054,-0.18019928876855995,0.2779321445814671
282,76,EC,0.16158193631678808,-0.18019928876855995,0.2779321445814671
283,76,TOC,0.1664231159500963,-0.18019928876855995,0.2779321445814671
284,76,B,0.1823389364937802,-0.18019928876855995,0.2779321445814671
285,76,Ni,0.16348668864110116,-0.18019928876855995,0.2779321445814671
286,76,Ga,0.17031036017054557,-0.18019928876855995,0.2779321445814671
287,76,Rb,0.1613695105639944,-0.18019928876855995,0.2779321445814671
288,76,Sr,0.16094706336651243,-0.18019928876855995,0.2779321445814671
289,76,Sb,0.3742514994823567,-0.18019928876855995,0.2779321445814671
290,76,Ba,0.20359618097730925,-0.18019928876855995,0.2779321445814671
291,76,Naftalen,0.1611629858118817,-0.18019928876855995,0.2779321445814671
292,76,Acenaften,0.20728555522524683,-0.18019928876855995,0.2779321445814671
293,77,Sb,0.18203566428372697,-0.2613120124080617,0.31913509499464643
294,80,"['Fe', 'Al', 'Cr', 'Mn']",0.23053655041180943,-0.2256387780900746,0.16306312801974066
295,80,"['Se', 'Mo']",0.1778573771634907,-0.2256387780900746,0.16306312801974066
296,80,"['Fluoren', 'Fluoranten']",0.24205962836038786,-0.2256387780900746,0.16306312801974066
297,80,pH,0.2250814634734053,-0.2256387780900746,0.16306312801974066
298,80,EC,0.23529342013804533,-0.2256387780900746,0.16306312801974066
299,80,TOC,0.27015414107700175,-0.2256387780900746,0.16306312801974066
300,80,HCHO,0.17716799747914203,-0.2256387780900746,0.16306312801974066
301,80,B,0.251158475602982,-0.2256387780900746,0.16306312801974066
302,80,Ni,0.24598308044937545,-0.2256387780900746,0.16306312801974066
303,80,Ga,0.24144013577469947,-0.2256387780900746,0.16306312801974066
304,80,Rb,0.2555285397014472,-0.2256387780900746,0.16306312801974066
305,80,Sr,0.27684726309629015,-0.2256387780900746,0.16306312801974066
306,80,Sb,0.26445788576363105,-0.2256387780900746,0.16306312801974066
307,80,Ba,0.2430726754955761,-0.2256387780900746,0.16306312801974066
308,80,Naftalen,0.2428696093545033,-0.2256387780900746,0.16306312801974066
309,80,Acenaften,0.24589005341929693,-0.2256387780900746,0.16306312801974066
310,81,Sr,0.17571562397530394,-0.287694984666089,0.2505399345341297
311,81,Sb,0.16074964682170156,-0.287694984666089,0.2505399345341297
312,83,"['Fe', 'Al', 'Cr', 'Mn']",0.20441507325660913,-0.3315323372419676,0.19332675491698303
313,83,"['Se', 'Mo']",0.18901839875103832,-0.3315323372419676,0.19332675491698303
314,83,"['Fluoren', 'Fluoranten']",0.21058831065470718,-0.3315323372419676,0.19332675491698303
315,83,pH,0.21169605229723132,-0.3315323372419676,0.19332675491698303
316,83,EC,0.2087384321408141,-0.3315323372419676,0.19332675491698303
317,83,TOC,0.19965562025368955,-0.3315323372419676,0.19332675491698303
318,83,HCHO,0.1610258614451754,-0.3315323372419676,0.19332675491698303
319,83,B,0.21981243674356277,-0.3315323372419676,0.19332675491698303
320,83,Ni,0.21349980586064687,-0.3315323372419676,0.19332675491698303
321,83,Ga,0.20929710924989509,-0.3315323372419676,0.19332675491698303
322,83,Rb,0.22718800509112946,-0.3315323372419676,0.19332675491698303
323,83,Sr,0.24731780577468887,-0.3315323372419676,0.19332675491698303
324,83,Sb,0.24720615582421812,-0.3315323372419676,0.19332675491698303
325,83,Ba,0.21116472672807562,-0.3315323372419676,0.19332675491698303
326,83,Naftalen,0.21276686549589674,-0.3315323372419676,0.19332675491698303
327,83,Acenaften,0.21041729434949508,-0.3315323372419676,0.19332675491698303
328,85,"['Al', 'Fe']",0.1530880861269729,-0.1598293444912937,0.2124974714532044
329,85,"['V', 'As']",0.19395025152914103,-0.1598293444912937,0.2124974714532044
330,85,"['Cr', 'Fe']",0.15748259839086742,-0.1598293444912937,0.2124974714532044
331,85,"['Fe', 'Al', 'Cr', 'Mn']",0.22496191770645735,-0.1598293444912937,0.2124974714532044
332,85,"['Se', 'Mo']",0.21676187171092753,-0.1598293444912937,0.2124974714532044
333,85,"['Fluoren', 'Fluoranten']",0.22377706306442646,-0.1598293444912937,0.2124974714532044
334,85,pH,0.1848502968430107,-0.1598293444912937,0.2124974714532044
335,85,EC,0.2190043264364846,-0.1598293444912937,0.2124974714532044
336,85,TOC,0.2468647174111248,-0.1598293444912937,0.2124974714532044
337,85,HCHO,0.18115842758092615,-0.1598293444912937,0.2124974714532044
338,85,B,0.23693661499312146,-0.1598293444912937,0.2124974714532044
339,85,Ni,0.23109433092349818,-0.1598293444912937,0.2124974714532044
340,85,Ga,0.2235649322855221,-0.1598293444912937,0.2124974714532044
341,85,Rb,0.2441470761373391,-0.1598293444912937,0.2124974714532044
342,85,Sr,0.2787865588818763,-0.1598293444912937,0.2124974714532044
343,85,Sb,0.25019656605511975,-0.1598293444912937,0.2124974714532044
344,85,Ba,0.2209298198298062,-0.1598293444912937,0.2124974714532044
345,85,Naftalen,0.22509906074732078,-0.1598293444912937,0.2124974714532044
346,85,Acenaften,0.2232723288248908,-0.1598293444912937,0.2124974714532044
347,88,Acenaften,0.19755485287927366,0.07725343652249084,0.6224106545284678
348,89,Sb,0.18286355318938452,-0.24707039298714406,0.31411373596079717
349,94,Ni,0.16487988133600662,-0.21457498352857574,0.4556995413793864
350,94,Sb,0.18811407902196542,-0.21457498352857574,0.4556995413793864
351,95,Rb,0.18365672098925945,-0.2524431277501369,0.4885023738335008
352,96,"['Se', 'Mo']",0.1611102158609501,-0.2878512375614657,0.43257676980574333
353,96,pH,0.15433066471646484,-0.2878512375614657,0.43257676980574333
354,96,EC,0.18456919495045765,-0.2878512375614657,0.43257676980574333
355,96,B,0.1507886572931053,-0.2878512375614657,0.43257676980574333
356,96,Ni,0.1621617589255312,-0.2878512375614657,0.43257676980574333
357,96,Ga,0.18357671053508118,-0.2878512375614657,0.43257676980574333
358,96,Rb,0.15689133254606313,-0.2878512375614657,0.43257676980574333
359,96,Sr,0.16176780848274108,-0.2878512375614657,0.43257676980574333
360,96,Sb,0.19734624587126126,-0.2878512375614657,0.43257676980574333
361,96,Ba,0.2107353788038564,-0.2878512375614657,0.43257676980574333
