,Bacteria,Chemicals,Importance_xgboost,CV_xgboost,R_squared_xgboost
0,4,"['Li', 'Antracen']",0.9400566978649856,-80.66046158788505,0.05356128243797964
1,4,"['Al', 'Fe']",0.9488329322933939,-80.66046158788505,0.05356128243797964
2,4,"['V', 'As']",0.9399652949301488,-80.66046158788505,0.05356128243797964
3,4,"['Cr', 'Fe']",0.9488030166400121,-80.66046158788505,0.05356128243797964
4,4,"['Mn', 'Fe']",0.9400022089785559,-80.66046158788505,0.05356128243797964
5,4,"['Fe', 'Al', 'Cr', 'Mn']",0.9379966152082526,-80.66046158788505,0.05356128243797964
6,4,"['Fluoren', 'Fluoranten']",0.9464387171023292,-80.66046158788505,0.05356128243797964
7,4,pH,0.9466214199725911,-80.66046158788505,0.05356128243797964
8,4,EC,0.9464380103432628,-80.66046158788505,0.05356128243797964
9,4,TOC,0.9475309659844224,-80.66046158788505,0.05356128243797964
10,4,HCHO,0.9465247013348007,-80.66046158788505,0.05356128243797964
11,4,B,0.9476866786520883,-80.66046158788505,0.05356128243797964
12,4,Ni,0.9470793063281412,-80.66046158788505,0.05356128243797964
13,4,Ga,0.9466350707508702,-80.66046158788505,0.05356128243797964
14,4,Rb,0.9464627587623251,-80.66046158788505,0.05356128243797964
15,4,Sr,0.9480565053930045,-80.66046158788505,0.05356128243797964
16,4,Sb,0.9465458358177556,-80.66046158788505,0.05356128243797964
17,4,Ba,0.9486436462969638,-80.66046158788505,0.05356128243797964
18,4,Naftalen,0.9471378716425343,-80.66046158788505,0.05356128243797964
19,4,Acenaften,1.0465221874467838,-80.66046158788505,0.05356128243797964
20,7,"['Fe', 'Al', 'Cr', 'Mn']",0.9277553432921339,-0.06661532452307348,0.07224097885354042
21,7,"['Se', 'Mo']",0.9277542263174883,-0.06661532452307348,0.07224097885354042
22,7,"['Fluoren', 'Fluoranten']",0.9277554707302333,-0.06661532452307348,0.07224097885354042
23,7,pH,0.9277554707302333,-0.06661532452307348,0.07224097885354042
24,7,EC,0.9277542263174883,-0.06661532452307348,0.07224097885354042
25,7,TOC,0.9277491579960149,-0.06661532452307348,0.07224097885354042
26,7,B,0.9277554707302333,-0.06661532452307348,0.07224097885354042
27,7,Ni,0.9277554707302333,-0.06661532452307348,0.07224097885354042
28,7,Ga,0.9277554707302333,-0.06661532452307348,0.07224097885354042
29,7,Rb,0.9372734193797153,-0.06661532452307348,0.07224097885354042
30,7,Sr,0.9277554707302333,-0.06661532452307348,0.07224097885354042
31,7,Sb,0.9277554707302333,-0.06661532452307348,0.07224097885354042
32,7,Ba,0.9277554707302333,-0.06661532452307348,0.07224097885354042
33,7,Naftalen,0.9277554707302333,-0.06661532452307348,0.07224097885354042
34,7,Acenaften,0.9277554707302333,-0.06661532452307348,0.07224097885354042
35,9,HCHO,1.0659211561627067,-0.07997411785472756,0.4667130005286444
36,11,"['Li', 'Antracen']",1.0704025035230194,-0.05586206896551724,-0.1535034854635442
37,11,"['Al', 'Fe']",1.090224256577761,-0.05586206896551724,-0.1535034854635442
38,11,"['Fe', 'Al', 'Cr', 'Mn']",1.0453105340586348,-0.05586206896551724,-0.1535034854635442
39,11,"['Fluoren', 'Fluoranten']",1.1535032787432642,-0.05586206896551724,-0.1535034854635442
40,11,EC,1.1574275620281154,-0.05586206896551724,-0.1535034854635442
41,11,TOC,1.1535040953104772,-0.05586206896551724,-0.1535034854635442
42,11,HCHO,1.1534987741179994,-0.05586206896551724,-0.1535034854635442
43,11,B,1.1535032787432642,-0.05586206896551724,-0.1535034854635442
44,11,Ni,1.1535387070366738,-0.05586206896551724,-0.1535034854635442
45,11,Ga,1.1536352148442077,-0.05586206896551724,-0.1535034854635442
46,11,Rb,1.154067245898566,-0.05586206896551724,-0.1535034854635442
47,11,Sr,1.1537171733194285,-0.05586206896551724,-0.1535034854635442
48,11,Sb,1.1535253721375205,-0.05586206896551724,-0.1535034854635442
49,11,Ba,1.1535171918293998,-0.05586206896551724,-0.1535034854635442
50,11,Naftalen,1.1538399291297998,-0.05586206896551724,-0.1535034854635442
51,11,Acenaften,1.2135681181179652,-0.05586206896551724,-0.1535034854635442
52,16,"['Li', 'Antracen']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
53,16,"['Al', 'Fe']",2.063068687622886,-0.039999999999999994,-1.063069179170312
54,16,"['V', 'As']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
55,16,"['Cr', 'Fe']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
56,16,"['Mn', 'Fe']",2.063068687622886,-0.039999999999999994,-1.063069179170312
57,16,"['Fe', 'Al', 'Cr', 'Mn']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
58,16,"['Se', 'Mo']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
59,16,"['Fluoren', 'Fluoranten']",2.0630686876228865,-0.039999999999999994,-1.063069179170312
60,16,pH,2.0630686876228865,-0.039999999999999994,-1.063069179170312
61,16,EC,2.063068687622886,-0.039999999999999994,-1.063069179170312
62,16,TOC,2.0630686876228865,-0.039999999999999994,-1.063069179170312
63,16,HCHO,2.0630686876228865,-0.039999999999999994,-1.063069179170312
64,16,B,2.0630686876228865,-0.039999999999999994,-1.063069179170312
65,16,Ni,2.0630686876228865,-0.039999999999999994,-1.063069179170312
66,16,Ga,2.0630686876228865,-0.039999999999999994,-1.063069179170312
67,16,Rb,2.0630686876228865,-0.039999999999999994,-1.063069179170312
68,16,Sr,2.0630686876228865,-0.039999999999999994,-1.063069179170312
