,Bacteria,Chemicals,Importance_random_forest,CV_random_forest,R_squared_random_forest
0,0,Sr,0.2013680235012525,0.0676349794887976,0.5640888393122774
1,2,"['Fe', 'Al', 'Cr', 'Mn']",0.17683026242614486,-0.18641282976107987,0.23888482949857448
2,2,"['Se', 'Mo']",0.2089859968168214,-0.18641282976107987,0.23888482949857448
3,2,"['Fluoren', 'Fluoranten']",0.19458875117590402,-0.18641282976107987,0.23888482949857448
4,2,pH,0.21092578126203843,-0.18641282976107987,0.23888482949857448
5,2,EC,0.19257655819003483,-0.18641282976107987,0.23888482949857448
6,2,HCHO,0.21056345980845326,-0.18641282976107987,0.23888482949857448
7,2,B,0.22129267959795074,-0.18641282976107987,0.23888482949857448
8,2,Ni,0.23922065955208682,-0.18641282976107987,0.23888482949857448
9,2,Ga,0.17359086700519788,-0.18641282976107987,0.23888482949857448
10,2,Rb,0.2067882874617495,-0.18641282976107987,0.23888482949857448
11,2,Sr,0.1933441634384706,-0.18641282976107987,0.23888482949857448
12,2,Sb,0.2600580686369466,-0.18641282976107987,0.23888482949857448
13,2,Ba,0.19239276459661625,-0.18641282976107987,0.23888482949857448
14,2,Naftalen,0.18715184462405288,-0.18641282976107987,0.23888482949857448
15,2,Acenaften,0.20187881914772543,-0.18641282976107987,0.23888482949857448
16,8,"['Fe', 'Al', 'Cr', 'Mn']",0.2325501879291726,0.4383161192726063,0.5864058685213509
17,8,"['Se', 'Mo']",0.242135059795898,0.4383161192726063,0.5864058685213509
18,8,"['Fluoren', 'Fluoranten']",0.2332302976996884,0.4383161192726063,0.5864058685213509
19,8,pH,0.23272901247612465,0.4383161192726063,0.5864058685213509
20,8,EC,0.24161864592654314,0.4383161192726063,0.5864058685213509
21,8,TOC,0.2851699211247075,0.4383161192726063,0.5864058685213509
22,8,HCHO,0.23218947506822485,0.4383161192726063,0.5864058685213509
23,8,B,0.25537195981131666,0.4383161192726063,0.5864058685213509
24,8,Ni,0.2322118182398376,0.4383161192726063,0.5864058685213509
25,8,Ga,0.23712716877056506,0.4383161192726063,0.5864058685213509
26,8,Rb,0.24268480841149442,0.4383161192726063,0.5864058685213509
27,8,Sr,0.4164469147255784,0.4383161192726063,0.5864058685213509
28,8,Sb,0.24190974886719196,0.4383161192726063,0.5864058685213509
29,8,Ba,0.25595477024398305,0.4383161192726063,0.5864058685213509
30,8,Naftalen,0.2385325748837518,0.4383161192726063,0.5864058685213509
31,8,Acenaften,0.25014114742773463,0.4383161192726063,0.5864058685213509
32,15,Sr,0.1907038227595581,0.1310916173196366,0.6548802493010822
33,15,Sb,0.21335447487508918,0.1310916173196366,0.6548802493010822
34,15,Ba,0.15503614470924676,0.1310916173196366,0.6548802493010822
35,15,Naftalen,0.15912526259383053,0.1310916173196366,0.6548802493010822
36,16,"['Fe', 'Al', 'Cr', 'Mn']",0.1507245075096204,-0.1916805042003129,0.17430238659239283
37,16,"['Fluoren', 'Fluoranten']",0.24641899245324805,-0.1916805042003129,0.17430238659239283
38,16,pH,0.24301266115014275,-0.1916805042003129,0.17430238659239283
39,16,EC,0.22521540993661637,-0.1916805042003129,0.17430238659239283
40,16,TOC,0.23995147860508914,-0.1916805042003129,0.17430238659239283
41,16,HCHO,0.24791729583640798,-0.1916805042003129,0.17430238659239283
42,16,B,0.28675125219350783,-0.1916805042003129,0.17430238659239283
43,16,Ni,0.24641899245324805,-0.1916805042003129,0.17430238659239283
44,16,Ga,0.2593578387007027,-0.1916805042003129,0.17430238659239283
45,16,Rb,0.24641899245324805,-0.1916805042003129,0.17430238659239283
46,16,Sr,0.24549472446317389,-0.1916805042003129,0.17430238659239283
47,16,Sb,0.38890254359744447,-0.1916805042003129,0.17430238659239283
48,16,Ba,0.28156166368063806,-0.1916805042003129,0.17430238659239283
49,16,Naftalen,0.24641899245324783,-0.1916805042003129,0.17430238659239283
50,16,Acenaften,0.24904688241275086,-0.1916805042003129,0.17430238659239283
51,17,"['Li', 'Antracen']",0.16749813026992266,-0.2657552441377833,0.41694626249695477
52,17,"['Al', 'Fe']",0.19110357534529,-0.2657552441377833,0.41694626249695477
53,17,"['V', 'As']",0.18246436611008066,-0.2657552441377833,0.41694626249695477
54,17,"['Mn', 'Fe']",0.17247390723562173,-0.2657552441377833,0.41694626249695477
55,17,"['Fe', 'Al', 'Cr', 'Mn']",0.22530829591836754,-0.2657552441377833,0.41694626249695477
56,17,"['Se', 'Mo']",0.23048998134405296,-0.2657552441377833,0.41694626249695477
57,17,"['Fluoren', 'Fluoranten']",0.2279068252812605,-0.2657552441377833,0.41694626249695477
58,17,pH,0.2426665713130065,-0.2657552441377833,0.41694626249695477
59,17,EC,0.22049042563857502,-0.2657552441377833,0.41694626249695477
60,17,TOC,0.20549440670777053,-0.2657552441377833,0.41694626249695477
61,17,HCHO,0.2279068252812605,-0.2657552441377833,0.41694626249695477
62,17,B,0.23350520911964445,-0.2657552441377833,0.41694626249695477
63,17,Ni,0.2720404150565646,-0.2657552441377833,0.41694626249695477
64,17,Ga,0.22583786135629647,-0.2657552441377833,0.41694626249695477
65,17,Rb,0.2279068252812605,-0.2657552441377833,0.41694626249695477
66,17,Sr,0.3279976245391457,-0.2657552441377833,0.41694626249695477
67,17,Sb,0.22784510878294384,-0.2657552441377833,0.41694626249695477
68,17,Ba,0.2461731290330642,-0.2657552441377833,0.41694626249695477
69,17,Naftalen,0.2279068252812605,-0.2657552441377833,0.41694626249695477
70,17,Acenaften,0.24385251070694602,-0.2657552441377833,0.41694626249695477
